strongNumber,hebWord,lang,etymComplete,etymDesc,variants,morphology,heading,entrycontent,phonemes,multiarticle
6372,פִּינְחָס,H,6310+פה|5175+נחשׁ,apparently from H6310 and a variation of H5175,,N_N-M-P,Phinehas,"Phinehas = ""mouth of brass""<br>1) son of Eleazar and grandson of Aaron; his zealousness for the Lord averted a plague on Israel and gained him the promise of the Lord of an everlasting priesthood in his family<br>2) a priest and the son of the priest Eli<br>3) the father of a helper of Ezra",pīnᵊḥās,
6373,פִּינֹן,H,6325+פונון,probably the same as H6325,,N_N-M-P,Pinon,"Pinon = ""darkness""<br>1) one of the chiefs of Edom",pīnōn,
6374,פִּיפִיָּה,H,6366+פיה פיה,for H6366,,N-F,tooth,1) tooth,pīfiyyā,
6375,פִּיק,H,6329+פוק,from H6329,,N-M,tottering,"1) tottering, staggering, stagger, stumble",pīq,
6376,פִּישׁוֹן,H,6335+פושׁ,from H6335,,N_N--L,Pishon,"Pison = ""increase""<br>1) one of the four rivers used to describe the location of the garden of Eden",pīšōn,
6377,פִּיתוֹן,H,6596+פות פותה,probably from the same as H6596,,N_N-M-P,Pithon,"Pithon = ""harmless""<br>1) son of Micah, grandson of Mephibosheth, descendant of Saul",pītōn,
6378,פַּךְ,H,6379+פכה,from H6379,,N-M,vial,"1) vial, flask",pax,
6379,פָּכָה,H,,a primitive root,,V,to trickle,"1) to trickle, pour<br>&emsp;1a) (Piel) to trickle, drop down (water)",pāxā,
6380,פֹּכֶ֫רֶת הַצְבָיִם,H,6643+צבי,from the active participle (of the same form as the first word) feminine of an unused root (meaning to entrap) and plural of H6643,,N_N-M-P,Pochereth-hazzebaim,"Pochereth of Zebaim = ""here the cutting off""<br>1) a servant of Solomon whose descendants returned from exile with Zerubbabel",pōxeret haṣvāyim,
6381,פָּלָא,H,,a primitive root,,V,to wonder,"1) to be marvellous, be wonderful, be surpassing, be extraordinary, separate by distinguishing action<br>&emsp;1a) (Niphal)<br>&emsp;&emsp;1a1) to be beyond one's power, be difficult to do<br>&emsp;&emsp;1a2) to be difficult to understand<br>&emsp;&emsp;1a3) to be wonderful, be extraordinary<br>1a3a) marvellous (participle)<br>&emsp;1b) (Piel) to separate (an offering)<br>&emsp;1c) (Hiphil)<br>&emsp;&emsp;1c1) to do extraordinary or hard or difficult thing<br>&emsp;&emsp;1c2) to make wonderful, do wondrously<br>&emsp;1d) (Hithpael) to show oneself wonderful or marvellous",pālāʾ,
6382,פֶּ֫לֶא,H,6381+פלא,from H6381,,N-M,wonder,"1) wonder, marvel<br>&emsp;1a) wonder (extraordinary, hard to understand thing)<br>&emsp;1b) wonder (of God's acts of judgment and redemption)",peleʾ,
6383,פִּלְאִי,H,6381+פלא,from H6381,,A,incomprehensible,"1) wonderful, incomprehensible, extraordinary",pilʾī,
6384,פַּלֻּאִי,H,6396+פלוא,patronymically from H6396,,N_N--PG,Palluite,"Palluites = see Pallu ""wonderful""<br>1) descendants of Pallu, the 2nd son of Reuben",palluʾī,
6385,פָּלַג,H,,a primitive root,,V,to divide,"1) to divide, split<br>&emsp;1a) (Niphal) to be split, be divided<br>&emsp;1b) (Piel)<br>&emsp;&emsp;1b1) to split, cleave<br>&emsp;&emsp;1b2) to divide",pālag,
6386,פְּלַג,A,6385+פלג,(Aramaic) corresponding to H6385,,V,to divide,1) to divide<br>&emsp;1a) (P'al) to be divided,pᵊlag,
6387,פְּלַג,A,6386+פלג,(Aramaic) from H6386,,N-M,half,1) half,pᵊlag,
6388,פֶּ֫לֶג,H,6385+פלג,from H6385,,N-M,stream,"1) channel, canal",peleg,
6389,פֶּ֫לֶג,H,6388+פלג,the same as H6388,,N_N-M-P,Peleg,"Peleg = ""division""<br>1) son of Eber and brother of Joktan",peleg,
6390,פְּלַגָּה,H,6385+פלג,from H6385,,N-F,stream,"1) stream, division, river<br>&emsp;1a) stream<br>&emsp;1b) divisions, sections",pᵊlaggā,
6391,פְּלֻגָּה,H,6385+פלג,from H6385,,N-F,division,1) division,pᵊluggā,
6392,פְּלֻגָּה,A,6391+פלוגה,(Aramaic) corresponding to H6391,,N-F,division,"1) division, section",pᵊluggā,
6393,פְּלָדָה,H,,from an unused root meaning to divide,,N-F,iron,"1) iron, steel",pᵊlādā,
6394,פִּלְדָּשׁ,H,,of uncertain derivation,,N_N-M-P,Pildash,"Pildash = ""flame of fire""<br>1) one of the 8 sons of Nahor, the brother of Abraham, by Milcah his wife or niece",pildāš,
6395,פָּלָה,H,,a primitive root,,V,be distinguished,"1) to be distinct, marked out, be separated, be distinguished<br>&emsp;1a) (Niphal)<br>&emsp;&emsp;1a1) to be distinct, be separated, be distinguished<br>&emsp;&emsp;1a2) to be wonderful<br>&emsp;1b) (Hiphil) to make separate, set apart",pālā,
6396,פַּלּוּא,H,6395+פלה,from H6395,,N_N-M-P,Pallu,"Pallu or Phallu = ""distinguished""<br>1) the 2nd son of Reuben, father of Eliab, and progenitor of a family of Israel",pallūʾ,
6397,פְּלוֹנִי,H,6395+פלה,patronymically from an unused name (from H6395) meaning separate,,N_N--LG,Pelonite,"Pelonite = ""a certain one""<br>1) the inhabitants of a presently unknown place",pᵊlōnī,
6398,פָּלַח,H,,a primitive root,,V,to cleave,"1) to cleave, slice<br>&emsp;1a) (Qal) to cleave, plow<br>&emsp;1b) (Piel)<br>&emsp;&emsp;1b1) to cleave open or through<br>&emsp;&emsp;1b2) to cause to cleave open<br>&emsp;&emsp;1b3) to slice, pierce",pālaḥ,
6399,פְּלַח,A,6398+פלח,(Aramaic) corresponding to H6398,,V,to serve,"1) to serve, worship, revere, minister for, pay reverence to<br>&emsp;1a) (P'al)<br>&emsp;&emsp;1a1) to pay reverence to<br>&emsp;&emsp;1a2) to serve",pᵊlaḥ,
6400,פֶּ֫לַח,H,6398+פלח,from H6398,,N-F,millstone,"1) cleavage, mill-stone, cut, slice, part cut off<br>&emsp;1a) mill-stone<br>&emsp;1b) cleavage, slice",pelaḥ,
6401,פִּלְחָא,H,6400+פלח,from H6400,,N_N-M-P,Pilha,"Pileha = ""slicing""<br>1) a chief of the people who sealed the covenant with Nehemiah",pilḥāʾ,
6402,פׇּלְחָן,A,6399+פלח,(Aramaic) from H6399,,N-M,service,"1) service, worship",polḥān,
6403,פָּלַט,H,,a primitive root,,V,to escape,"1) to escape, save, deliver, slip away<br>&emsp;1a) (Qal) to escape<br>&emsp;1b) (Piel)<br>&emsp;&emsp;1b1) to bring into security, deliver<br>&emsp;&emsp;1b2) to cause to escape, cast forth<br>&emsp;&emsp;1b3) to be delivered<br>&emsp;&emsp;1b4) to slip away<br>&emsp;1c) (Hiphil) to bring into security, bring to safety",pālaṭ,
6404,פֶּ֫לֶט,H,6403+פלט,from H6403,,N_N-M-P,Pelet,"Pelet = ""deliverance""<br>1) son of Jahdai and a descendant of Caleb<br>2) son of Azmaveth and one of David's mighty warriors who joined him at Ziklag",peleṭ,
6405,פַּלֵּט,H,6403+פלט,from H6403,,N-M,deliverance,"1) deliverance, escape",pallēṭ,
6406,פַּלְטִי,H,6403+פלט,from H6403,,N_N-M-P,Palti,"Palti or Phalti = ""my deliverance""<br>1) son of Raphu, the spy chosen from the tribe of Benjamin<br>2) son of Laish, the man to whom king Saul gave his daughter Michal in marriage even though she was already married to David",palṭī,
6407,פַּלְטִי,H,6406+פלטי,patronymically from H6406,,N_N--PG,Paltite,"Paltite = ""escape""<br>1) a descendant of Palti or an inhabitant of Beth-palet",palṭī,
6408,פִּלְטָ֑י,H,6407+פלטי,for H6407,,N_N-M-P,Piltai,"Piltai = ""my deliverances""<br>1) a priest, representative of the priestly house of Moadiah; an exile who returned with Zerubbabel",pilṭāy,
6409,פַּלְטִיאֵל,H,6404+פלט|410+אל,from the same as H6404 and H410,,N_N-M-P,Paltiel,"Paltiel or Phaltiel = ""God delivers""<br>1) son of Azzan and prince of the tribe of Issachar appointed as one of the 12 to apportion the land of Canaan<br>2) son of Laish of Gallim to whom Saul gave Michal in marriage after his mad jealousy had driven David forth as an outlaw",palṭīʾēl,
6410,פְּלַטְיָ֫הוּ,H,6403+פלט|3050+יה,from H6403 and H3050,,N_N-M-P,Pelatiah,"Pelatiah = ""Jehovah delivers""<br>1) son of Hananiah and grandson of Zerubbabel<br>2) a Simeonite in the days of king Hezekiah of Judah who was one of the captains of 500 men who defeated the Amalekites who had escaped<br>3) one of the heads of the people who sealed the covenant with Nehemiah<br>4) son of Benaiah and one of the princes of the people against whom Ezekiel was ordered to prophesy doom",pᵊlaṭyāhū,
6411,פְּלָאיָה,H,6381+פלא|3050+יה,from H6381 and H3050,"פְּלָיָה, פְּלָאיָה",N_N-M-P,Pelaiah,"Pelaiah = ""Jehovah does wonders""<br>1) son of Elioenai and a descendant of David in the royal line<br>2) a priest who helped Ezra to expound the law to the people and also sealed the covenant with Nehemiah",pᵊlāʾyā,
6412,פָּלִיט,H,6403+פלט,from H6403,"פָּלֵיט, פָּלִיט",N-M,survivor,"1) refugee, fugitive, escaped one",pālīṭ,
6413,פְּלֵיטָה,H,6412+פליט פליט פלט,feminine of H6412,,N-F,survivor,"1) escape, deliverance<br>&emsp;1a) escape, deliverance<br>&emsp;1b) escaped remnant",pᵊlēṭā,
6414,פָּלִיל,H,6419+פלל,from H6419,,N-M,judge,"1) judge, assessment, estimate",pālīl,
6415,פְּלִילָה,H,6414+פליל,feminine of H6414,,N-F,judge,"1) office of judge or umpire<br>2) (CLBL) judgment, decision",pᵊlīlā,
6416,פְּלִילִי,H,6414+פליל,from H6414,,A,judge,"1) for a judge, calling for judgment, judicial, assessable, criminal",pᵊlīlī,
6417,פְּלִילִיָּה,H,6416+פלילי,feminine of H6416,,N-F,judgment,"1) the giving a decision, pronouncement of judgment, reasoning",pᵊlīliyyā,
6418,פֶּ֫לֶךְ,H,,from an unused root meaning to be round,,N-M,district,"1) whirl of spindle, stick, district<br>&emsp;1a) whirl of spindle, stick<br>&emsp;1b) district, circuit",pelex,
6419,פָּלַל,H,,a primitive root,,V,to pray,"1) to intervene, interpose, pray<br>&emsp;1a) (Piel) to mediate, judge<br>&emsp;1b)(Hithpael)<br>&emsp;&emsp;1b1) to intercede<br>&emsp;&emsp;1b2) to pray",pālal,
6420,פָּלָל,H,6419+פלל,from H6419,,N_N-M-P,Palal,"Palal = ""judge""<br>1) son of Uzai and one who assisted in restoring the walls of Jerusalem in the time of Nehemiah",pālāl,
6421,פְּלַלְיָה,H,6419+פלל|3050+יה,from H6419 and H3050,,N_N-M-P,Pelaliah,"Pelaliah = ""Jehovah has judged""<br>1) son of Amzi and ancestor of Adaiah the priest in the time of Nehemiah",pᵊlalyā,
6422,פַּלְמוֹנִי,H,6423+פלוני,probably for H6423,,PRON,certain,1) a certain one,palmōnī,
6423,פְּלֹנִי,H,6395+פלה,from H6395,,PRON,certain,1) a certain one,pᵊlōnī,
6424,פָּלַס,H,,a primitive root,,V,to watch,"1) (Piel) to weigh, make level, balance<br>&emsp;1a) to weigh out<br>&emsp;1b) to make level or smooth",pālas,
6425,פֶּ֫לֶס,H,6424+פלס,from H6424,,N-M,balance,"1) balance, scale",peles,
6426,פָּלַץ,H,,a primitive root,,V,to shudder,"1) (Hithpael) to shudder, tremble",pālaṣ,
6427,פַּלָּצוּת,H,6426+פלץ,from H6426,,N-F,shuddering,"1) shuddering, trembling",pallāṣūt,
6428,פָּלַשׁ,H,,a primitive root,,V,to wallow,1) to roll<br>&emsp;1a) (Hithpael) to roll in ashes or dust (as an act of mourning),pālaš,
6429,פְּלֶ֫שֶׁת,H,6428+פלשׁ,from H6428,,N_N--L,Palestina,"Philistia = ""land of sojourners""<br>1) the general territory on the west coast of Canaan or the entire country of Palestine",pᵊlešet,
6430,פְּלִשְׁתִּי,H,6429+פלשׁת,patrial from H6429,,N_N--LG,Philistine,"Philistine = ""immigrants""<br>1) an inhabitant of Philistia; descendants of Mizraim who immigrated from Caphtor (Crete?) to the western seacoast of Canaan",pᵊlištī,
6431,פֶּ֫לֶת,H,,from an unused root meaning to flee,,N_N-M-P,Peleth,"Peleth = ""swiftness""<br>1) a Reubenite, father of On who rebelled with Dathan and Abiram in the days of the wilderness wanderings<br>2) son of Jonathan and a descendant of Jerahmeel of Judah",pelet,
6432,פְּלֵתִי,H,6431+פלת,from the same form as H6431,,N_N--TG,Pelethite,"Pelethites = ""couriers""<br>1) a collective name for the guardsmen of David<br>&emsp;1a) probably descendants of an unknown person, perhaps Philistine mercenaries",pᵊlētī,
6433,פֻּם,A,6310+פה,(Aramaic) probably for H6310,,N-M,mouth,1) mouth,pum,
6434,פֵּן,H,,from an unused root meaning to turn,,N-M,corner,1) corner<br>&emsp;1a) corner (of square objects)<br>&emsp;1b) corner (of ruler or chief-fig.),pēn,
6435,פֶּן־,H,6437+פנה,from H6437,,CONJ,lest,"conj<br>1) lest, not, beware lest<br>adv<br>2) lest",pen-,
6436,פַּנַּג,H,,of uncertain derivation,,N-M,cake,"1) Pannag-an edible food, perhaps pastry<br>&emsp;1a) meaning dubious",pannag,
6437,פָּנָה,H,,a primitive root,,V,to turn,"1) to turn<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to turn toward or from or away<br>&emsp;&emsp;1a2) to turn and do<br>&emsp;&emsp;1a3) to turn, decline (of day)<br>&emsp;&emsp;1a4) to turn toward, approach (of evening)<br>&emsp;&emsp;1a5) to turn and look, look, look back or at or after or for<br>&emsp;1b) (Piel) to turn away, put out of the way, make clear, clear away<br>&emsp;1c) (Hiphil)<br>&emsp;&emsp;1c1) to turn<br>&emsp;&emsp;1c2) to make a turn, show signs of turning, turn back<br>&emsp;1d) (Hophal) to be turned back",pānā,
6438,פִּנָּה,H,6434+פן,feminine of H6434,,N-F,corner,1) corner<br>&emsp;1a) corner (of square objects)<br>&emsp;1b) corner (of ruler or chief-fig.),pinnā,
6439,פְּנוּאֵל,H,6437+פנה|410+אל,from H6437 and H410,,N_N-M-P;N_N--L,Peniel,"Penuel or Peniel = ""facing God""<br>n pr m<br>1) a Benjamite, son of Shashak, brother of Iphedeiah of the family of Saul<br>2) son of Hur, father of Gedor, and a descendant of Judah<br>n pr loc<br>3) the place named by Jacob when he wrestled with God and located on the north bank of the Jabbok close to the Jordan",pᵊnūʾēl,
6440,פָּנֶה,H,6437+פנה,from H6437,,N-M,face,"1) face<br>&emsp;1a) face, faces<br>&emsp;1b) presence, person<br>&emsp;1c) face (of seraphim or cherubim)<br>&emsp;1d) face (of animals)<br>&emsp;1e) face, surface (of ground)<br>&emsp;1f) as adv of loc/temp<br>&emsp;&emsp;1f1) before and behind, toward, in front of, forward, formerly, from beforetime, before<br>&emsp;1g) with prep<br>&emsp;&emsp;1g1) in front of, before, to the front of, in the presence of, in the face of, at the face or front of, from the presence of, from before, from before the face of",pāneh,
6441,פְּנִ֫ימָה,H,6440+פנים,from H6440 with directive enclitic,,ADV,within,"1) toward the inside, within, faceward",pᵊnīmā,
6442,פְּנִימִי,H,6440+פנים,from H6440,,A,inner,1) inner,pᵊnīmī,
6443,פְּנִינִים,H,6434+פן,from the same as H6434,,N-M,jewel,"1) a precious stone<br>&emsp;1a) perhaps corals, rubies, jewels",pᵊnīnīm,
6444,פְּנִנָּה,H,6443+פנין פני,probably feminine from H6443 contraction,,N_N-F-P,Peninnah,"Peninnah = ""jewel""<br>1) the other wife of Elkanah besides Hannah",pᵊninnā,
6445,פָּנַק,H,,a primitive root,,V,to pamper,"1) (Piel) to indulge, pamper, bring up, treat delicately",pānaq,
6446,פַּס,H,6461+פסס,from H6461,,N-M,long-sleeved,"1) flat (of the hand or foot), palm, sole<br>&emsp;1a) of the tunic reaching to palms and soles (fig.)",pas,
6447,פַּס,A,6461+פסס,(Aramaic) from a root corresponding to H6461,,N-M,palm,1) palm of the hand,pas,
6448,פָּסַג,H,,a primitive root,,V,to go through,1) (Piel) to pass between or within<br>&emsp;1a) meaning dubious,pāsag,
6449,פִּסְגָּה,H,6448+פסג,from H6448,,N_N--L,Pisgah,"Pisgah = ""cleft""<br>1) mountain in Moab on the northeast shore of the Dead Sea; site uncertain",pisgā,
6450,פַּס דַּמִּים,H,6446+פס|1818+דם,from H6446 and the plural of H1818,,N_N--L,Pas-dammim,"Pas-dammim = ""boundary of blood""<br>1) a place in western Judah",pas dammīm,
6451,פִּסָּה,H,6461+פסס,from H6461,,N-F,abundance,"1) abundance, fulness, plenty<br>&emsp;1a) meaning dubious",pissā,
6452,פָּסַח,H,,a primitive root,"פָּסַח, פָּסַח",V,to pass|to limp,"1) to pass over, spring over<br>&emsp;1a) (Qal) to pass over<br>&emsp;1b) (Piel) to skip, pass over|1) to limp<br>&emsp;1a) (Qal) to limp<br>&emsp;1b) (Niphal) to be lame<br>&emsp;1c) (Piel) to limp",pāsaḥ,m
6453,פֶּ֫סַח,H,6452+פסח,from H6452,,N-M,Passover,1) passover<br>&emsp;1a) sacrifice of passover<br>&emsp;1b) animal victim of the passover<br>&emsp;1c) festival of the passover,pesaḥ,
6454,פָּסֵחַ,H,6452+פסח,from H6452,,N_N-M-P,Paseah,"Paseah or Phaseah = ""limper""<br>1) son of Eshton of the tribe of Judah<br>2) ancestor of a family of temple slaves who returned from exile with Zerubbabel<br>3) father of Jehoiada, one who helped repair the wall of Jerusalem in the time of Nehemiah",pāsēaḥ,
6455,פִּסֵּחַ,H,6452+פסח,from H6452,,A,lame,1) lame,pissēaḥ,
6456,פָּסִיל,H,6458+פסל,from H6458,,N-M,idol,"1) image, idol, graven image",pāsīl,
6457,פָּסַךְ,H,,from an unused root meaning to divide,,N_N-M-P,Pasach,"Pasach = ""cut off""<br>1) son of Japhlet of the tribe of Asher",pāsax,
6458,פָּסַל,H,,a primitive root,,V,to hew,"1) to cut, hew, hew into shape<br>&emsp;1a) (Qal) to hew, hew out, quarry",pāsal,
6459,פֶּ֫סֶל,H,6458+פסל,from H6458,,N-M,idol,"1) idol, image",pesel,
6460,פְּסַנְטֵרִין,A,,a transliteration of the Greek psalterion,,N-M,psaltery,1) a stringed instrument (triangular)<br>&emsp;1a) perhaps a lyre or a harp,pᵊsanṭērīn,
6461,פָּסַס,H,,a primitive root,,V,to disappear,"1) to disappear, vanish, cease, fail<br>&emsp;1a) (Qal) to vanish",pāsas,
6462,פִּסְפָּה,H,6461+פסס,perhaps from H6461,,N_N-M-P,Pispa,"Pispah = ""disappearance""<br>1) a son of Jether from the tribe of Asher",pispā,
6463,פָּעָה,H,,a primitive root,,V,to groan,"1) (Qal) to groan, cry out, scream",pāʿā,
6464,פָּ֑עוּ,H,6463+פעה,from H6463,,N_N--L,Pai,"Pai or Pau = ""bleating""<br>1) the capital of king Hadar of Edom; site uncertain",pāʿū,
6465,פְּעוֹר,H,6473+פער,from H6473,,N_N--L;N_N-M-T,Peor,"Peor = ""cleft""<br>n pr loc<br>1) a mountain peak in Moab belonging to the Abarim range and near Pisgah<br>n pr deity<br>2) a false god worshipped in Moab; corresponds to Baal",pᵊʿōr,
6466,פָּעַל,H,,a primitive root,,V,to work,"1) to do, make<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to do<br>&emsp;&emsp;1a2) to make",pāʿal,
6467,פֹּ֫עַל,H,6466+פעל,from H6466,,N-M,work,"1) work, deed, doing<br>&emsp;1a) deed, thing done<br>&emsp;1b) work, thing made<br>&emsp;1c) wages of work<br>&emsp;1d) acquisition (of treasure)",pōʿal,
6468,פְּעֻלָּה,H,6466+פעל,feminine passive participle of H6466,,N-F,wages,"1) work, recompense, reward<br>&emsp;1a) work<br>&emsp;1b) wages",pᵊʿullā,
6469,פְּעֻלְּתַי,H,6468+פעולה,from H6468,,N_N-M-P,Peullethai,"Peulthai = ""work""<br>1) a Levite gatekeeper, the 8th son of Obed-edom; also 'Peullethai'",pᵊʿullᵊtay,
6470,פָּעַם,H,,a primitive root,,V,to trouble,"1) to thrust, impel, push, beat persistently<br>&emsp;1a) (Qal) to impel<br>&emsp;1b) (Niphal) to be beaten, be disturbed<br>&emsp;1c) (Hithpael) to be disturbed",pāʿam,
6471,פַּ֫עַם,H,6470+פעם,from H6470,,N-F,beat,"1) stroke, beat, foot, step, anvil, occurrence<br>&emsp;1a) foot, hoof-beat, footfall, footstep<br>&emsp;1b) anvil<br>&emsp;1c) occurrence, time, stroke, beat<br>&emsp;&emsp;1c1) one time, once, twice, thrice, as time on time, at this repetition, this once, now at length, now...now, at one time...at another",paʿam,
6472,פַּעֲמֹן,H,6471+פעם פעמה,from H6471,,N-M,bell,1) bell<br>&emsp;1a) on high priest's robe,paʿămōn,
6473,פָּעַר,H,,a primitive root,,V,to open,"1) to open wide, gape<br>&emsp;1a) (Qal) to gape",pāʿar,
6474,פַּעֲרַי,H,6473+פער,from H6473,,N_N-M-P,Paarai,"Paarai = ""gaping""<br>1) the Arbite, son of Ezbai and one of David's mighty warriors",paʿăray,
6475,פָּצָה,H,,a primitive root,,V,to open,"1) to part, open, separate, set free<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to open (mouth), utter<br>&emsp;&emsp;1a2) to snatch away, set free",pāṣā,
6476,פָּצַח,H,,a primitive root,,V,to break out,"1) to cause to break or burst forth, break forth with, break out<br>&emsp;1a) (Qal) to break out, break forthwith<br>&emsp;1b) (Piel) to break up",pāṣaḥ,
6477,פְּצִירָה,H,6484+פצר,from H6484,,N-F,bluntness,"1) price, charge<br>&emsp;1a) meaning dubious<br>&emsp;1b) perhaps (CLBL) sharpening or (BDB) bluntness",pᵊṣīrā,
6478,פָּצַל,H,,a primitive root,,V,to peel,1) (Piel) to peel,pāṣal,
6479,פִּצְלָה,H,6478+פצל,from H6478,,N-F,stripe,"1) stripe, peeled spot or stripe or strip",piṣlā,
6480,פָּצַם,H,,a primitive root,,V,to split open,1) to split or break open<br>&emsp;1a) (Qal) to crack,pāṣam,
6481,פָּצַע,H,,a primitive root,,V,to wound,"1) to bruise, wound, wound by bruising<br>&emsp;1a) (Qal) to wound by crushing",pāṣaʿ,
6482,פֶּ֫צַע,H,6481+פצע,from H6481,,N-M,wound,"1) bruise, wound",peṣaʿ,
6483,פִּצֵּץ,H,,from an unused root meaning to dissever,,N_N-M-P,Happizzez,"Aphses = ""to break""<br>1) a priest, chief of the 18th course in the service of the temple in the time of David",piṣṣēṣ,
6484,פָּצַר,H,,a primitive root,,V,to press,"1) to press, push<br>&emsp;1a) (Qal) to push, press<br>&emsp;1b) (Hiphil) be insolent, display pushing (arrogance, presumption)",pāṣar,
6485,פָּקַד,H,,a primitive root,"פְּקוּדִים, פָּקַד",V|N-M,to reckon|reckoning,"v<br>1) to attend to, muster, number, reckon, visit, punish, appoint, look after, care for<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to pay attention to, observe<br>&emsp;&emsp;1a2) to attend to<br>&emsp;&emsp;1a3) to seek, look about for<br>&emsp;&emsp;1a4) to seek in vain, need, miss, lack<br>&emsp;&emsp;1a5) to visit<br>&emsp;&emsp;1a6) to visit upon, punish<br>&emsp;&emsp;1a7) to pass in review, muster, number<br>&emsp;&emsp;1a8) to appoint, assign, lay upon as a charge, deposit<br>&emsp;1b) (Niphal)<br>&emsp;&emsp;1b1) to be sought, be needed, be missed, be lacking<br>&emsp;&emsp;1b2) to be visited<br>&emsp;&emsp;1b3) to be visited upon<br>&emsp;&emsp;1b4) to be appointed<br>&emsp;&emsp;1b5) to be watched over<br>&emsp;1c) (Piel) to muster, call up<br>&emsp;1d) (Pual) to be passed in review, be caused to miss, be called, be called to account<br>&emsp;1e) (Hiphil)<br>&emsp;&emsp;1e1) to set over, make overseer, appoint an overseer<br>&emsp;&emsp;1e2) to commit, entrust, commit for care, deposit<br>&emsp;1f) (Hophal)<br>&emsp;&emsp;1f1) to be visited<br>&emsp;&emsp;1f2) to be deposited<br>&emsp;&emsp;1f3) to be made overseer, be entrusted<br>&emsp;1g) (Hithpael) numbered<br>&emsp;1h) (Hothpael) numbered|1) musterings, expenses",pāqad,m
6486,פְּקֻדָּה,H,6485+פקד,feminine passive participle of H6485,,N-F,punishment,"1) oversight, care, custody, mustering, visitation, store<br>&emsp;1a) visitation, punishment<br>&emsp;1b) oversight, charge, office, overseer, class of officers<br>&emsp;1c) mustering<br>&emsp;1d) store",pᵊquddā,
6487,פִּקָּדוֹן,H,6485+פקד,from H6485,,N-M,deposit,"1) deposit, store, supply",piqqādōn,
6488,פְּקִדֻת,H,6496+פקיד,from H6496,,N-F,oversight,"1) oversight, overseer, guard",pᵊqidut,
6489,פְּקוֹד,H,6485+פקד,from H6485,,N_N--L,Pekod,"Pekod = ""visitation""<br>1) a people in the Babylonian army and a tribe in southeast Babylonia bordering Elam",pᵊqōd,
6490,פִּקּוּד,H,6485+פקד,from H6485,,N-M,precept,"1) precept, statute",piqqūd,
6491,פָּקַח,H,,a primitive root,,V,to open,1) to open (the eyes)<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to open (the eyes)<br>&emsp;&emsp;1a2) to open (the ears)<br>&emsp;1b) (Niphal) to be opened,pāqaḥ,
6492,פֶּ֫קַח,H,6491+פקח,from H6491,,N_N-M-P,Pekah,"Pekah = ""opened""<br>1) son of Remaliah, originally a captain of king Pekahiah of Israel, murdered Pekahiah, usurped the throne and became the 18th king of the northern kingdom of Israel",peqaḥ,
6493,פִּקֵּחַ,H,6491+פקח,from H6491,,A,seeing,"1) seeing, clear-sighted",piqqēaḥ,
6494,פְּקַחְיָה,H,6491+פקח|3050+יה,from H6491 and H3050,,N_N-M-P,Pekahiah,"Pekahiah = ""Jehovah sees""<br>1) son of king Menahem of the northern kingdom of Israel, succeeded to the throne as the 17th king and ruled for 2 years when he was murdered by one of the captains of his army, Pekah",pᵊqaḥyā,
6495,פְּקַח־קוֹחַ,H,6491+פקח,from H6491 redoubled,,N-M,opening,"1) opening (of eyes), wide",pᵊqaḥ-qōaḥ,
6496,פָּקִיד,H,6485+פקד,from H6485,,N-M,overseer,"1) commissioner, deputy, overseer, officer",pāqīd,
6497,פֶּקָעִים,H,,from an unused root meaning to burst,,N-M,gourd,1) knob-shaped or ball-shaped or gourd-shaped carved wood or metal ornament,peqāʿīm,
6498,פַּקֻּעֹת,H,6497+פקע,from the same as H6497,,N-F,gourd,1) gourds,paqquʿōt,
6499,פַּר,H,6565+פרר,from H6565,,N-M,bullock,"1) young bull, steer, bullock",par,
6500,פָּרָא,H,,a primitive root,,V,be fruitful,"1) (Hiphil) to bear fruit, be fruitful",pārāʾ,
6501,פֶּ֫רֶא,H,6500+פרא,from H6500 in the secondary sense of running wild,,N-M,wild donkey,1) wild ass,pereʾ,
6502,פִּרְאָם,H,6501+פרא פרה,from H6501,,N_N-M-P,Piram,"Piram = ""like a wild ass""<br>1) the Amorite king of Jarmuth at the time of the conquest",pirʾām,
6503,פַּרְוָר,H,,of foreign origin,,N_N--L,Parbar,"Parbar = ""open apartment""<br>1) a structure or building attached to the west side of Solomon's temple",parwār,
6504,פָּרַד,H,,a primitive root,,V,to separate,"1) to separate, divide<br>&emsp;1a) (Qal) to divide<br>&emsp;1b) (Niphal)<br>&emsp;&emsp;1b1) to divide, separate<br>&emsp;&emsp;1b2) to be divided, be separated<br>&emsp;1c) (Piel) to be separated<br>&emsp;1d) (Pual) to be divided<br>&emsp;1e) (Hiphil)<br>&emsp;&emsp;1e1) to divide, separate<br>&emsp;&emsp;1e2) to make a division, make a separation<br>&emsp;1f) (Hithpael) to be divided, be separated, get separated",pārad,
6505,פֶּ֫רֶד,H,6504+פרד,from H6504,,N-M,mule,1) mule,pered,
6506,פִּרְדָּה,H,6505+פרד,feminine of H6505,,N-F,female mule,"1) she-mule, mule",pirdā,
6507,פְּרֻדָה,H,6504+פרד,feminine passive participle of H6504,,N-F,grain,"1) seed, grain of seed",pᵊrudā,
