strongNumber,etymDesc,heading,entrycontent
7683,a primitive root,to go astray,"1) to go astray, err, commit sin or error<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to err (mentally)<br>&emsp;&emsp;1a2) to sin (ignorantly or inadvertently)"
7684,from H7683,unintentionally,"1) sin, sin of error or inadvertence, inadvertent sin<br>&emsp;1a) error"
7685,a primitive root,to grow|to increase,"1) to grow, increase<br>&emsp;1a) (Qal) to grow (of plant)|1) to grow, increase<br>&emsp;1a) (Qal) to grow (great)<br>&emsp;1b) (Hiphil) to increase"
7686,a primitive root,to wander,"1) to go astray, stray, err<br>&emsp;1a)(Qal)<br>&emsp;&emsp;1a1) to err, stray<br>&emsp;&emsp;1a2) to swerve, meander, reel, roll, be intoxicated, err (in drunkenness)<br>&emsp;&emsp;1a3) to go astray (morally)<br>&emsp;&emsp;1a4) to commit sin of ignorance or inadvertence, err (ignorantly)<br>&emsp;1b) (Hiphil)<br>&emsp;&emsp;1b1) to lead astray<br>&emsp;&emsp;1b2) to lead astray, mislead (mentally)<br>&emsp;&emsp;1b3) to lead astray (morally)"
7687,from H7682,Segub,"Segub = ""exalted""<br>1) the youngest son of Hiel the Bethelite who rebuilt Jericho<br>2) a Judaite, son of Hezron"
7688,a primitive root,to gaze,"1) (Hiphil) to gaze, stare"
7689,from H7679,great,1) great (of God)
7690,(Aramaic) corresponding to H7689,greatly,"adj<br>1) great, much<br>&emsp;1a) great<br>&emsp;1b) much, many<br>adv<br>2) exceedingly"
7691,from H7686,error,1) error
7692,from H7686,Shiggaion,1) song?<br>&emsp;1a) used in title of Ps 7:1<br>&emsp;1b) meaning doubtful
7693,a primitive root,to ravish,"1) to violate, ravish<br>&emsp;1a) (Qal) to violate, ravish<br>&emsp;1b) (Niphal) to be ravished<br>&emsp;1c) (Pual) to be ravished"
7694,from H7693,queen,"1) consort, queen, (queen-)consort"
7695,(Aramaic) corresponding to H7694,consort,"1) king's wife, king's concubine, (royal) consort"
7696,a primitive root,be mad,1) to be mad<br>&emsp;1a) (Pual)<br>&emsp;&emsp;1a1) to be mad<br>&emsp;&emsp;1a2) to be maddened (participle)<br>&emsp;1b) (Hithpael) to show madness
7697,from H7696,madness,1) madness
7698,from an unused root probably meaning to eject,offspring,"1) offspring, young or offspring of beasts"
7699,probably from H7736 (in its original sense) contracted,breast,"1) breast, bosom, (female) breast<br>&emsp;1a) breast (of woman)<br>&emsp;1b) breast (of animal)<br>&emsp;1c) breast (of both human and animal)"
7700,from H7736,demon,1) demon
7701,from H7736,violence,"1) havoc, violence, destruction, devastation, ruin<br>&emsp;1a) violence, havoc (as social sin)<br>&emsp;1b) devastation, ruin"
7702,a primitive root,to harrow,1) (Piel) to harrow
7703,a primitive root,to ruin,"1) to deal violently with, despoil, devastate, ruin, destroy, spoil<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to violently destroy, devastate, despoil, assail<br>&emsp;&emsp;1a2) devastator, despoiler (participle) (subst)<br>&emsp;1b) (Niphal) to be utterly ruined<br>&emsp;1c) (Piel)<br>&emsp;&emsp;1c1) to assault<br>&emsp;&emsp;1c2) to devastate<br>&emsp;1d) (Pual) to be devastated<br>&emsp;1e) (Poel) to violently destroy<br>&emsp;1f) (Hophal) to be devastated"
7704,from an unused root meaning to spread out,field|land,"1) field, land<br>&emsp;1a) cultivated field<br>&emsp;1b) of home of wild beasts<br>&emsp;1c) plain (opposed to mountain)<br>&emsp;1d) land (opposed to sea)|1) field, land<br>&emsp;1a) open field, country<br>&emsp;1b) definite portion of ground, field, land<br>&emsp;1c) land (opposed to sea)"
7705,from H7703,concubine,"1) concubine, wife, harem<br>&emsp;1a) meaning unknown"
7706,from H7703,Almighty,"1) almighty, most powerful<br>&emsp;1a) Shaddai, the Almighty (of God)"
7707,from the same as H7704 and H217,Shedeur,"Shedeur = ""darter of light""<br>1) father of Elizur, chief of the tribe of Reuben at the time of the exodus"
7708,plural from the same as H7704,Siddim,"Siddim = ""field"" or ""plain""<br>1) valley where the Dead Sea is located"
7709,apparently from H7704,field,1) field
7710,a primitive root,to scorch,"1) to scorch, blight<br>&emsp;1a) (Qal) scorched (of ears of corn) (participle)"
7711,from H7710,blight,"1) blighted or blasted thing, blighted, blasted|1) blight (of crops)"
7712,(Aramaic) a primitive root,to strive,"1) (Ithpael) to struggle, strive"
7713,from an unused root meaning to regulate,rank,"1) row, rank (of soldiers)<br>&emsp;1a) rows, ranks<br>&emsp;1b) technical term of building<br>&emsp;&emsp;1b1) meaning unknown"
7714,probably of foreign origin,Shadrach,"Shadrach = ""royal"" or ""the great scribe""<br>1) the godly friend of Daniel whom Nebuchadnezzar renamed Shadrach; one of the three friends who with Daniel refused to make themselves unclean by eating food from the king's table which went against the dietary laws which God had given the Jews; also one of the three who were thrown into the fiery furnace for refusing to bow down to a graven image of Nebuchadnezzar and who were saved by the angel of the Lord<br>&emsp;1a) also, 'Hananiah' ( H02608)"
7715,(Aramaic) the same as H7714,Shadrach,"Shadrach = ""royal"" or ""the great scribe""<br>1) the godly friend of Daniel whom Nebuchadnezzar renamed Shadrach; one of the three friends who with Daniel refused to make themselves unclean by eating food from the king's table which went against the dietary laws which God had given the Jews; also one of the three who were thrown into the fiery furnace for refusing to bow down to a graven image of Nebuchadnezzar and who were saved by the angel of the Lord<br>&emsp;1a) also, 'Hananiah' ( H02608)"
7716,probably from H7582 through the idea of pushing out to graze,sheep,"1) one of a flock, lamb, sheep, goat, young sheep, young goat<br>&emsp;1a) sheep, goat<br>&emsp;1b) flock (collective)"
7717,from an unused root meaning to testify,advocate,1) witness
7718,from an unused root probably mean to blanch,onyx,"1) a precious stone or gem<br>&emsp;1a) probably onyx, chrysoprasus, beryl, malachite"
7719,the same as H7718,Shoham,"Shoham = ""onyx""<br>1) a Merarite Levite, son of Jaaziah"
7720,from the same as H5469,crescent,"1) moon, crescent<br>&emsp;1a) as ornament"
7721,from an unused root (akin to H5375 and H7722) meaning to rise,to arise,1) (Qal) rising (infinitive)
7722,from an unused root meaning to rush over,ravage|devastation,"1) ravage|1) devastation, ruin, waste<br>&emsp;1a) devastation, ruin<br>&emsp;1b) ruin, waste (of land)"
7723,from the same as H7722 in the sense of desolating,vanity,"1) emptiness, vanity, falsehood<br>&emsp;1a) emptiness, nothingness, vanity<br>&emsp;1b) emptiness of speech, lying<br>&emsp;1c) worthlessness (of conduct)"
7724,from the same as H7723,Sheva,"Sheva = ""Jehovah contends""<br>1) Judaite, son of Caleb by his concubine Maachah and grandson of Hezron"
7725,a primitive root,to return,"1) to return, turn back<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to turn back, return<br>1a1a) to turn back<br>1a1b) to return, come or go back<br>1a1c) to return unto, go back, come back<br>1a1d) of dying<br>1a1e) of human relations (fig)<br>1a1f) of spiritual relations (fig)<br>1a1f1) to turn back (from God), apostatise<br>1a1f2) to turn away (of God)<br>1a1f3) to turn back (to God), repent<br>1a1f4) turn back (from evil)<br>1a1g) of inanimate things<br>1a1h) in repetition<br>&emsp;1b) (Polel)<br>&emsp;&emsp;1b1) to bring back<br>&emsp;&emsp;1b2) to restore, refresh, repair (fig)<br>&emsp;&emsp;1b3) to lead away (enticingly)<br>&emsp;&emsp;1b4) to show turning, apostatise<br>&emsp;1c) (Pual) restored (participle)<br>&emsp;1d) (Hiphil) to cause to return, bring back<br>&emsp;&emsp;1d1) to bring back, allow to return, put back, draw back, give back, restore, relinquish, give in payment<br>&emsp;&emsp;1d2) to bring back, refresh, restore<br>&emsp;&emsp;1d3) to bring back, report to, answer<br>&emsp;&emsp;1d4) to bring back, make requital, pay (as recompense)<br>&emsp;&emsp;1d5) to turn back or backward, repel, defeat, repulse, hinder, reject, refuse<br>&emsp;&emsp;1d6) to turn away (face), turn toward<br>&emsp;&emsp;1d7) to turn against<br>&emsp;&emsp;1d8) to bring back to mind<br>&emsp;&emsp;1d9) to show a turning away 1d10) to reverse, revoke<br>&emsp;1e) (Hophal) to be returned, be restored, be brought back<br>&emsp;1f) (Pulal) brought back"
7726,from H7725,turning back,"1) backsliding, backturning, apostate, recusant"
7727,the same as H7726,Shobab,"Shobab = ""rebellious""<br>1) son of David by Bathsheba<br>2) a Judaite, son of Caleb by his wife Azubah and grandson of Hezron"
7728,from H7725,backsliding,"1) backturning, apostate, backsliding"
7729,from H7725,returning,"1) retirement, withdrawal"
7730,for H5441,thicket,1) network (of boughs)
7731,perhaps for H7730,Shobach,"Shobach = ""expansion""<br>1) general of king Hadarezer of the Syrians of Zoba in the time of David"
7732,from the same as H7640,Shobal,"Shobal = ""flowing""<br>1) the 2nd son of Seir the Horite (Edom) and one of the dukes of the Horites<br>2) son of Caleb, grandson of Hur, and founder of Kirjath-jearim<br>3) a Judaite, son of Hur and a descendant of Caleb<br>&emsp;3a) possibly the same as 2"
7733,active participle from a primitive root meaning to leave,Shobek,"Shobek = ""free""<br>1) one of the heads of the people who sealed the covenant with Nehemiah"
7734,a primitive root,to turn back,"1) to move, go, turn back, turn away<br>&emsp;1a) (Niphal) to turn oneself away"
7735,a primitive root,to grow,1) to fence about<br>&emsp;1a) (Pilpel) to fence it carefully about
7736,a primitive root,to waste,"1) (Qal) to ruin, destroy, spoil, devastate"
7737,a primitive root,be like|to set,"1) to agree with, be or become like, level, resemble<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to be like<br>&emsp;&emsp;1a2) equivalent (participle)<br>&emsp;&emsp;1a3) to set, place<br>&emsp;&emsp;1a4) setting (participle)<br>&emsp;1b) (Piel) to level, smooth, still<br>&emsp;1c) (Hiphil) to make like<br>&emsp;1d) (Nithpael) to be alike|1) (Piel) to set, place"
7738,a primitive root,storm,"1) (CLBL/BDB) storm<br>2) (TWOT) to set, place"
7739,(Aramaic),be like|be set,"1) (Pael) to become like|1) (Hithpael) to be set, be made"
7740,from H7737,Shaveh,"Shaveh = ""plain"" or ""level plain""<br>1) the valley where the king of Sodom met Abram after a battle"
7741,from the same as H7740 and the dual of H7151,Shaveh-kiriathaim,"Shaveh Kiriathaim = ""plain of the double or two city""<br>1) the place attacked by Chedorlaomer"
7742,a primitive root,to meditate,"1) (Qal) to meditate, muse, commune, speak, complain<br>&emsp;1a) meaning uncertain"
7743,a primitive root,to sink,"1) to sink down, be bowed down, be humble<br>&emsp;1a) (Qal) to sink down<br>&emsp;1b) (Hiphil) of depression of the mind"
7744,from H7743,Shuah,"Shuah = ""wealth""<br>1) son of Abraham by his wife Keturah"
7745,from H7743,pit,1) pit
7746,the same as H7745,Shuhah,"Shuah = ""wealth""<br>1) a Judaite, brother of Chelub<br>&emsp;1a) also 'Shuhah'"
7747,patronymic from H7744,Shuhite,"Shuhite = see Shua ""wealth""<br>1) an ethnic appellative applied only to Bildad, the friend of Job"
7748,from H7743,Shuham,"Shuham = ""pit-digger""<br>1) son of Dan and progenitor of the family of Shuhamites"
7749,patronymic from H7748,Shuhamite,"Shuhamites = see Shuam ""pit-digger""<br>1) descendants of Shuham, the son of Dan"
7750,a primitive root,to swerve,"1) to swerve, fall away<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to swerve, fall away<br>&emsp;&emsp;1a2) those falling away (participle)"
7751,a primitive root,to rove|to row,"1) to go, go or rove about, go to and fro<br>&emsp;1a) (Qal) to go or rove about<br>&emsp;1b) (Polel) to go to and fro, go eagerly or quickly to and fro<br>&emsp;1c) (Hithpolel) to run to and fro|1) to row"
7752,from H7751,whip,"1) scourge, whip<br>&emsp;1a) scourge (for chastisement)<br>&emsp;&emsp;1a1) of national judgment (fig)<br>&emsp;1b) whip (for horse)"
7753,a primitive root,to hedge,"1) to hedge or fence up or about<br>&emsp;1a) (Qal) to fence about, hedge up"
7754,from H7753,branch,"1) branch, brushwood, bough"
7755,from H7753,Socoh,"Shocho or Shochoh or Sochoh or Shoco or Socoh = ""bushy""<br>1) a town in the lowlands of Judah<br>2) a town in the mountain district of Judah"
7756,probably patronymic from a name corresponding to H7754 (feminine),Sucathite,"Suchathites = ""bush-men""<br>1) a family of scribes at Jabez and descendants of Judah through Caleb"
7757,from an unused root meaning to hang down,hem,"1) skirt (of robe)<br>&emsp;1a) of high priest's robe<br>&emsp;1b) of God's train, city as woman, ignominy, defilement (fig)"
7758,from H7997,barefoot,1) barefoot
7759,from H7999,Shulammite,"Shulamite = ""the perfect"" or ""the peaceful""<br>1) the heroine lover of the Song of Songs (of Solomon)"
7760,a primitive root,to set|fate,"1) to put, place, set, appoint, make<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to put, set, lay, put or lay upon, lay (violent) hands on<br>&emsp;&emsp;1a2) to set, direct, direct toward<br>1a2a) to extend (compassion) (fig)<br>&emsp;&emsp;1a3) to set, ordain, establish, found, appoint, constitute, make, determine, fix<br>&emsp;&emsp;1a4) to set, station, put, set in place, plant, fix<br>&emsp;&emsp;1a5) to make, make for, transform into, constitute, fashion, work, bring to pass, appoint, give<br>&emsp;1b) (Hiphil) to set or make for a sign<br>&emsp;1c) (Hophal) to be set|1) token of unluckiness, scowl"
7761,(Aramaic) corresponding to H7760,to issue,"1) to set, make, appoint<br>&emsp;1a) (P'al)<br>&emsp;&emsp;1a1) to make, make decree, setout (decree)<br>&emsp;&emsp;1a2) to make, appoint<br>&emsp;&emsp;1a3) to set, fix<br>&emsp;1b) (Ithp'al) to be made, be set, be laid"
7762,from an unused root meaning to exhale,garlic,1) garlic
7763,active participle of H8104,Shomer,"Shomer = ""keeper""<br>1) son of Jehozabad or Shimrith the Moabitess and one of the conspirators who slew king Joash of Judah<br>2) an Asherite, son of Heber<br>&emsp;2a) also 'Shemer'"
7764,from an unused root meaning to rest,Shuni,"Shuni = ""fortunate""<br>1) son of Gad and progenitor of the family of Shunites"
7765,patronymic from H7764,Shunite,"Shunites = see Shuna ""fortunate""<br>1) descendants of Shuni"
7766,probably from the same as H7764,Shunem,"Shunem = ""double resting place""<br>1) a city in Issachar, located 5 miles (8 km) south of Mount Tabor"
7767,patrial from H7766,Shunammite,"Shunammite = see Shunen ""double resting place""<br>1) an inhabitant of Shunem"
7768,a primitive root,to cry,"1) (Piel) to cry out (for help), shout"
7769,from H7768,cry,"1) cry, cry for help, cry out<br>2) opulence<br>&emsp;2a) meaning dubious"
7770,the same as H7769,Shua,"Shuah = ""wealth""<br>1) father of Judah's wife"
7771,from H7768 in the original sense of freedom,rich|cry,"adj<br>1) independent, noble, free, rich, generous|1) cry<br>&emsp;2a) perhaps war-cry, cry for help"
7772,the same as H7771,Shoa,"Shoa = ""rich""<br>1) a tribe of nomads of Mesopotamia"
7773,from H7768,to cry,1) to cry
7774,from H7768,Shua,"Shua = ""wealth""<br>1) an Asheritess, daughter of Heber and sister to Japhlet, Shomer, and Hotham"
7775,feminine of H7773,cry,1) cry for help
7776,from the same as H8168,fox,"1) fox, a burrower<br>&emsp;1a) fox<br>&emsp;1b) perhaps also jackal"
7777,the same as H7776,Shual,"Shual = ""jackal""<br>n pr m<br>1) as Asherite, son of Zophah|Shual = ""jackal""<br>n pr loc<br>1) a district in Benjamin probably north of Michmash"
7778,active participle of H8176 (as denominative from H8179),gatekeeper,"1) gatekeeper, porter"
7779,a primitive root,to bruise,"1) to bruise, crush, gape upon, desire?, seize?, strike out?<br>&emsp;1a) (Qal) to fall upon, bruise"
7780,from H8210,Shophach,"Shophach = ""expansion""<br>1) the general of Hadarezer<br>&emsp;1a) also 'Shobach'"
7781,patronymic from H8197,Shuphamite,"Shuphamites = see Shupham ""bareness""<br>1) Benjamites, the descendants of Shupham"
7782,from H8231 in the original sense of incising,trumpet,"1) horn, ram's horn"
7783,a primitive root,to overflow,1) to be abundant (meaning probable)<br>&emsp;1a) (Polel) to give abundance to<br>&emsp;1b) (Hiphil) to overflow
7784,from H7783,street,1) street
7785,from H7783,leg,"1) leg, thigh<br>&emsp;1a) of man; specifically the lower leg (calf) as opposed to the thigh<br>&emsp;1b) of sacrificial animal; specifically the thigh, upper leg, hind leg, as the portion eaten"
7786,a primitive root,to reign,"1) to be or act as prince, rule, contend, have power, prevail over<br>&emsp;1a) (Qal) to rule over, govern<br>&emsp;1b) (Hiphil) to make rulers, play the prince"
7787,a primitive root (identical with H7786 through the idea of reducing to pieces),to saw,1) (Qal) to saw<br>&emsp;1a) (TWOT) meaning uncertain
7788,a primitive root,to travel,"1) (Qal) to travel, journey, go<br>&emsp;1a) traveller (participle)<br>&emsp;1b) (BDB) meaning dubious"
7789,a primitive root (identical with H7788 through the idea of going round for inspection),to see,"1) to see, behold, observe, regard<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to behold, observe<br>&emsp;&emsp;1a2) to regard<br>&emsp;&emsp;1a3) to watch, watch (stealthily), lie in wait"
7790,from H7889,enemy,"1) watcher, enemy<br>&emsp;1a) (BDB) meaning dubious"
7791,from H7788,wall|row,1) wall|1) row of olives or vines
7792,(Aramaic) corresponding to H7791,wall,1) wall
7793,the same as H7791,Shur,"Shur = ""wall""<br>1) a place southwest of Palestine on the eastern border or within the border of Egypt; the Israelites passed through the wilderness of Shur after crossing the Red Sea<br>&emsp;1a) also 'wilderness of Etham'"
7794,from H7788,cattle,"1) ox, bull, a head of cattle<br>&emsp;1a) for plowing, for food, as sacrifice"
7795,from H7786 in the primitive sense of H5493,row,1) row<br>&emsp;1a) meaning uncertain
7796,the same as H8321,Sorek,"Sorek = ""choice vines""<br>1) a wadi in Palestine in which Delilah lived"
7797,a primitive root,to rejoice,"1) to exult, rejoice<br>&emsp;1a) (Qal) to exult, display joy"
7798,from H7797,Shavsha,"Shavsha = ""nobility""<br>1) the royal scribe or secretary for David"
7799,from H7797,lily,"1) lily<br>&emsp;1a) probably any lily-like flower<br>&emsp;1b) Shoshannim, in title of Ps 45:1"
7800,the same as H7799,Susa,"Shushan or Susa = ""lily""<br>1) the winter residence of the Persian kings; located on the river Ulai or Choaspes"
7801,(Aramaic) of foreign origin,Susahite,"Susanchites = see Shushan ""lily""<br>1) the inhabitants of the city of Shushan or Susa"
7802,from H7799 and H5715,Shushan-eduth,"Shoshannim-eduth or Shushan-eduth = ""lilies""<br>1) instruction in the title of Ps 60:1 and Ps 80:1<br>&emsp;1a) meaning uncertain"
7803,probably from H7582 and the same as H8520,Shuthelah,"Shuthelah = ""noise of breaking""<br>1) son of Ephraim, ancestor of Joshua, and progenitor of family of Ephraim"
7804,(Aramaic) corresponding to H5800,to rescue,1) (Peel or Peil) to deliver
7805,a primitive root,to see,"1) (Qal) to catch sight of, look on"
7806,a primitive root,to twist,"1) to twist, be twisted<br>&emsp;1a) (Hophal)<br>&emsp;&emsp;1a1) to be twisted<br>&emsp;&emsp;1a2) twisted (participle)"
7807,from H7817,lowly,"1) low, lowly"
7808,for H7879,thought,1) thought
7809,a primitive root,to bribe,"1) (Qal) to give a present, bribe, ransom, offer gifts"
7810,from H7809,bribe,"1) present, bribe"
7811,a primitive root,to swim,1) to swim<br>&emsp;1a) (Qal) swim (participle)<br>&emsp;1b) (Hiphil) to make to swim
7812,a primitive root,to bow,"1) to bow down<br>&emsp;1a) (Qal) to bow down<br>&emsp;1b)(Hiphil) to depress (fig)<br>&emsp;1c) (Hithpael)<br>&emsp;&emsp;1c1) to bow down, prostrate oneself<br>1c1a) before superior in homage<br>1c1b) before God in worship<br>1c1c) before false gods<br>1c1d) before angel"
7813,from H7811,swimming,1) swimming
7814,from H7832,laughter,"1) laughter, laughing stock, mocking, derision<br>&emsp;1a) laughter<br>&emsp;&emsp;1a1) joyful<br>&emsp;&emsp;1a2) hollow<br>&emsp;1b) derision (of object)<br>&emsp;1c) sport"
7815,from H7835,blackness,1) blackness<br>2) (CLBL) pit
7816,from H7812,pit,1) pit
7817,a primitive root,to bow,"1) to bow, crouch, bow down, be bowed down<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to be bowed down, be prostrated, be humbled<br>&emsp;&emsp;1a2) to bow (in homage)<br>&emsp;&emsp;1a3) to bow (of mourner)<br>&emsp;&emsp;1a4) to crouch (of wild beast in lair)<br>&emsp;1b) (Niphal) to be prostrated, be humbled, be reduced, be weakened, proceed humbly, be bowed down<br>&emsp;1c) (Hiphil) to prostrate, lay low, bow down<br>&emsp;1d) (Hithpolel) to be cast down, be despairing"
7818,a primitive root,to squeeze,"1) (Qal) to squeeze, press out"
7819,a primitive root,to slaughter|slaughtering,"v<br>1) to kill, slaughter, beat<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to slaughter<br>1a1a) beast for food<br>1a1b) sacrifice<br>1a1c) person in human sacrifice<br>1a1d) beaten, hammered (of shekels)<br>&emsp;1b) (Niphal) to be slaughtered, be slain (of food or sacrifice)|1) (BDB) slaughtering<br>&emsp;1a) word doubtful"
7820,a primitive root (identical with H7819 through the idea of striking),beaten,"1) to beat, hammer<br>&emsp;1a) (Qal) beaten (participle)<br>2) (TWOT) to kill, slaughter"
7821,from H7819,slaughtering,"1) slaughtering, killing, slaying (of act)"
7822,from an unused root probably meaning to burn,boil,"1) boil, inflamed spot, inflammation, eruption<br>&emsp;1a) of man, leprosy, of man and beast"
7823,from an unused root apparently meaning to sprout,offspring,"1) volunteer grain<br>&emsp;1a) grain that shoots up of itself the second year, without replanting"
7824,from the same as H7828,paneled,adj<br>1) panelled or wainscotted with wood<br>&emsp;1a) meaning doubtful<br>n<br>2) a wainscot of wood<br>&emsp;2a) meaning doubtful
7825,from H7812,pit,1) pit
7826,from an unused root probably meaning to roar,lion,"1) lion<br>&emsp;1a) of Jehovah, wicked men (fig)"
7827,"apparently from the same as H7826 through some obscure idea, perhaps that of peeling off by concussion of sound",onycha,1) onycha<br>&emsp;1a) an ingredient used in the holy incense
7828,"from an unused root meaning to peel, i.e. emaciate",gull,"1) a ceremonially unclean bird<br>&emsp;1a) cuckow, gull, seagull, sea-mew<br>&emsp;1b) maybe an extinct bird, exact meaning unknown"
7829,from the same as H7828,illness,"1) consumption, wasting disease<br>&emsp;1a) a wasting disease of the lungs"
7830,from an unused root apparently meaning to strut,pride,"1) dignity, pride<br>&emsp;1a) majestic wild beasts"
7831,from the same as H7830,Shahazimah,"Shahazimah = ""toward the heights""<br>1) a town in Issachar"
7832,a primitive root,to laugh,"1) to laugh, play, mock<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to laugh (usually in contempt or derision)<br>&emsp;&emsp;1a2) to sport, play<br>&emsp;1b) (Piel)<br>&emsp;&emsp;1b1) to make sport<br>&emsp;&emsp;1b2) to jest<br>&emsp;&emsp;1b3) to play (including instrumental music, singing, dancing)<br>&emsp;1c) (Hiphil) to laugh mockingly"
7833,a primitive root,to beat,"1) to rub away, beat fine, pulverise<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to rub away<br>1a1a) of incense, stones<br>1a1b) of enemies (fig)"
7834,from H7833,cloud,"1) dust, cloud<br>&emsp;1a) fine dust<br>&emsp;1b) (thin) cloud"
7835,a primitive root (identical with H7836 through the idea of the duskiness of early dawn),be black,1) to be black<br>&emsp;1a) (Qal) to be black (of skin)
7836,a primitive root,to seek,"1) to seek, seek early or earnestly, look early or diligently for<br>&emsp;1a) (Qal) to look for diligently, seek<br>&emsp;1b) (Piel) to seek, seek early"
7837,from H7836,dawn,1) dawn<br>&emsp;1a) dawn<br>&emsp;1b) at dawn (as adverb)
7838,from H7835,black,1) black
7839,from H7836,dark hair,1) blackness<br>&emsp;1a) blackness (of hair indicating youth)
7840,from H7835,blackish,1) blackish
7841,from H7836 and H3050,Shehariah,"Shehariah = ""dawning of Jehovah""<br>1) a Benjamite, son of Jehoram"
7842,dual of H7837,Shaharaim,"Shaharaim = ""double dawn""<br>1) a Benjamite, father of Jobab, Zibia, Mesha, Malcham, Jeuz, Shachia, Mirma, Abitub, and Elpaal"
7843,a primitive root,to ruin,"1) to destroy, corrupt, go to ruin, decay<br>&emsp;1a) (Niphal) to be marred, be spoiled, be corrupted, be corrupt, be injured, be ruined, be rotted<br>&emsp;1b) (Piel)<br>&emsp;&emsp;1b1) to spoil, ruin<br>&emsp;&emsp;1b2) to pervert, corrupt, deal corruptly (morally)<br>&emsp;1c) (Hiphil)<br>&emsp;&emsp;1c1) to spoil, ruin, destroy<br>&emsp;&emsp;1c2) to pervert, corrupt (morally)<br>&emsp;&emsp;1c3) destroyer (participle)<br>&emsp;1d) (Hophal) spoiled, ruined (participle)"
7844,(Aramaic) corresponding to H7843,to corrupt,1) to corrupt<br>&emsp;1a) (P'al)<br>&emsp;&emsp;1a1) corrupt (participle)<br>&emsp;&emsp;1a2) fault (subst)
7845,from H7743,pit,"1) pit, destruction, grave<br>&emsp;1a) pit (for catching lions)<br>&emsp;1b) pit (of Hell)"
7846,from H7750,revolter,"1) swerver, revolter, rebel, deeds that swerve"
7847,a primitive root,to turn aside,"1) to turn aside, go aside, turn, decline<br>&emsp;1a) (Qal) to turn aside"
7848,"feminine of a derivative (only in the plural shittiym {shit-teem'}, meaning the sticks of wood) from the same as H7850",acacia,"1) acacia tree, acacia wood"
7849,a primitive root,to spread,"1) to spread, spread abroad, stretch out<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to spread<br>&emsp;&emsp;1a2) spreading, expanding (participle)<br>&emsp;1b) (Piel) to spread out"
7850,"active participle of an otherwise unused root meaning (properly, to pierce",scourge,1) scourge
7851,the same as the plural of H7848,Shittim,"Shittim = ""the acacias""<br>1) place of Israel's encampment between the conquest of the transjordanic region and crossing the Jordan into Canaan<br>2) a place west of Jerusalem"
7852,a primitive root,to hate,"1) to hate, oppose oneself to, bear a grudge, retain animosity against, cherish animosity against<br>&emsp;1a) (Qal) to cherish animosity against"
7853,a primitive root,to oppose,"1) (Qal) to be or act as an adversary, resist, oppose"
7854,from H7853,Satan,"1) adversary, one who withstands<br>&emsp;1a) adversary (in general-personal or national)<br>2) superhuman adversary<br>&emsp;2a) Satan (as noun pr)"
7855,from H7853,accusation,"1) accusation, enmity"
7856,the same as H7855,Sitnah,"Sitnah = ""strife""<br>1) the 2nd of the 2 wells dug by Isaac in the valley of Gerar"
7857,a primitive root,to overflow,"1) to wash, rinse, overflow, engulf, rinse or wash off<br>&emsp;1a) (Qal)<br>&emsp;&emsp;1a1) to overflow<br>&emsp;&emsp;1a2) to flow, run<br>&emsp;&emsp;1a3) to rinse or wash off<br>&emsp;1b) (Niphal) to be swept away, be rinsed out<br>&emsp;1c) (Pual) to be rinsed, be scoured and rinsed"
7858,from H7857,flood,"1) flood, downpour"
7859,(Aramaic) of uncertain derivation,side,1) side (Da 7:5)
7860,active participle of an otherwise unused root probably meaning to write,official,"1) (Qal) official, officer"
7861,from the same as H7860,Shitrai,"Shitrai = ""my officers""<br>1) an official of David"
7862,probably from H7737,gift,"1) gift, present, gift offered as homage"
7863,from the same as H7721 by permutation,loftiness,1) loftiness (of pride)
7864,for H7724,Sheya,"Sheva = ""Jehovah contends""<br>1) the scribe of David<br>&emsp;1a) also 'Seraiah', 'Shisha', and 'Shavsha'"
7865,from H7863,Sion,"Sion = ""lofty""<br>1) another name for Mount Hermon"
7866,from the same as H7722,Shion,"Shion = ""ruin""<br>1) a town of Issachar located near Mount Tabor"
7867,a primitive root,be gray,"1) (Qal) to be hoary, be gray"
7868,(Aramaic) corresponding to H7867,be gray,"1) to be gray, be hoary, be hoary-headed<br>&emsp;1a) (P'al) elders (subst)"
7869,from H7867,age,"1) hoary age, gray-headed age"
7870,by permutation from H7725,captivity,1) restoration
7871,from H3427,sojourn,1) sojourn
7872,feminine of H7869,greyheaded,"1) age, gray hair, hoary head, old age<br>&emsp;1a) gray hair, hoary head<br>&emsp;1b) old age"
7873,from H7734,pursuing,"1) a moving away, dross"
7874,a primitive root probably meaning to boil up; used only as denominative from H7875,to whitewash,1) (Qal) to whitewash
